instance,integrator,budget_s,seed,best_length,hk_bound,gap_pct,wall_time_s,machine_info,deviations,n_nodes,normalized_time
eil51,lkh,300.0,23,426,426,0.0,0.021392114998889156,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,0.00010668154553479044
eil51,lkh,300.0,24,426,426,0.0,0.019275036996987183,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,9.612376977150866e-05
eil51,lkh,300.0,25,426,426,0.0,0.02110613999684574,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,0.00010525540065833056
eil51,lkh,300.0,26,426,426,0.0,0.02382144599687308,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,0.00011879651338598037
eil51,lkh,300.0,27,426,426,0.0,0.02198024099925533,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,0.00010961450427643502
eil51,lkh,300.0,28,426,426,0.0,0.02095572100370191,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,0.00010450526769264652
eil51,lkh,300.0,29,426,426,0.0,0.021060332001070492,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,0.00010502695817906152
eil51,lkh,300.0,30,426,426,0.0,0.022900322001078166,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,0.00011420290814845776
eil51,EdgeRand,1.0,1,1622,426,280.7511737089202,0.0003914379994967021,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.952084250179244e-06
eil51,EdgeRand,1.0,2,1656,426,288.7323943661972,0.0003815500022028573,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.9027732384533834e-06
eil51,EdgeRand,1.0,3,1805,426,323.70892018779347,0.0003461090018390678,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.7260305136548083e-06
eil51,EdgeRand,1.0,4,1574,426,269.4835680751174,0.00034602700179675594,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.7256215830161968e-06
eil51,EdgeRand,1.0,5,1632,426,283.09859154929575,0.0003253739996580407,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.6226259611150484e-06
eil51,EdgeRand,1.0,6,1708,426,300.93896713615027,0.0006265510019147769,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,3.1245825503514155e-06
eil51,EdgeRand,1.0,7,1614,426,278.8732394366197,0.00032153099891729653,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.6034610838443709e-06
eil51,EdgeRand,1.0,8,1654,426,288.26291079812205,0.00037981299828970805,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.8941108756124785e-06
eil51,EdgeRand,1.0,9,1547,426,263.1455399061033,0.0003208399939467199,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.6000150721602916e-06
eil51,EdgeRand,1.0,10,1568,426,268.07511737089203,0.00037967700336594135,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.893432674852382e-06
eil51,EdgeRand,1.0,11,1672,426,292.4882629107981,0.00034921000042231753,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.7414950584919811e-06
eil51,EdgeRand,1.0,12,1821,426,327.46478873239437,0.00032651199580868706,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.6283010983406056e-06
eil51,EdgeRand,1.0,13,1749,426,310.5633802816902,0.0002968090047943406,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.4801735761867175e-06
eil51,EdgeRand,1.0,14,1618,426,279.8122065727699,0.0002498440007911995,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.2459611472911695e-06
eil51,EdgeRand,1.0,15,1679,426,294.13145539906105,0.0002591619995655492,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.2924296012327518e-06
eil51,EdgeRand,1.0,16,1560,426,266.19718309859155,0.00019682900165207684,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,9.815776562253782e-07
eil51,EdgeRand,1.0,17,1638,426,284.50704225352115,0.00018387899763183668,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,9.169965503537658e-07
eil51,EdgeRand,1.0,18,1420,426,233.33333333333334,0.0001812819973565638,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,9.040454231213826e-07
eil51,EdgeRand,1.0,19,1741,426,308.68544600938964,0.0002961830032290891,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.4770517336530691e-06
eil51,EdgeRand,1.0,20,1728,426,305.6338028169014,0.0002910979965236038,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.4516930267452148e-06
eil51,EdgeRand,1.0,21,1700,426,299.06103286384973,0.00030091199732851237,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.5006350212044674e-06
eil51,EdgeRand,1.0,22,1806,426,323.943661971831,0.00021645699598593637,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.0794616088589995e-06
eil51,EdgeRand,1.0,23,1836,426,330.98591549295776,0.00022639400413027033,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.1290170355610528e-06
eil51,EdgeRand,1.0,24,1805,426,323.70892018779347,0.0002127900006598793,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.0611744629235493e-06
eil51,EdgeRand,1.0,25,1766,426,314.55399061032864,0.0003027970014954917,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.510035454863473e-06
eil51,EdgeRand,1.0,26,1732,426,306.57276995305165,0.0005541159989661537,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,2.763352346335707e-06
eil51,EdgeRand,1.0,27,1490,426,249.76525821596246,0.00029008399724261835,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.4466362565066336e-06
eil51,EdgeRand,1.0,28,1761,426,313.38028169014086,0.00026727600197773427,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.3328937777692871e-06
eil51,EdgeRand,1.0,29,1684,426,295.30516431924883,0.00032158000249182805,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.6037054625356794e-06
eil51,EdgeRand,1.0,30,1721,426,303.9906103286385,0.0002733169967541471,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.3630199555384692e-06
eil51,EdgeRand,30.0,1,1622,426,280.7511737089202,0.000357015996996779,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.7804232233343108e-06
eil51,EdgeRand,30.0,2,1656,426,288.7323943661972,0.00035030499566346407,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.7469557520552318e-06
eil51,EdgeRand,30.0,3,1805,426,323.70892018779347,0.0002788179990602657,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.3904532143834994e-06
eil51,EdgeRand,30.0,4,1574,426,269.4835680751174,0.0002824080002028495,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.4083563936802818e-06
eil51,EdgeRand,30.0,5,1632,426,283.09859154929575,0.0002923619977082126,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.4579965455856321e-06
eil51,EdgeRand,30.0,6,1708,426,300.93896713615027,0.0002665720021468587,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.329382961283029e-06
eil51,EdgeRand,30.0,7,1614,426,278.8732394366197,0.0002291529963258654,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.1427760094427746e-06
eil51,EdgeRand,30.0,8,1654,426,288.26291079812205,0.00024060199939412996,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.1998716889591968e-06
eil51,EdgeRand,30.0,9,1547,426,263.1455399061033,0.0002434190027997829,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.2139199622181723e-06
eil51,EdgeRand,30.0,10,1568,426,268.07511737089203,0.00033497899858048186,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.6705256722917708e-06
eil51,EdgeRand,30.0,11,1672,426,292.4882629107981,0.0003393019942450337,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.6920842633361129e-06
eil51,EdgeRand,30.0,12,1821,426,327.46478873239437,0.0003471709933364764,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.7313266189858725e-06
eil51,EdgeRand,30.0,13,1749,426,310.5633802816902,0.00024341199605260044,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.213885019875228e-06
eil51,EdgeRand,30.0,14,1618,426,279.8122065727699,0.0003470680021564476,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.7308130064579625e-06
eil51,EdgeRand,30.0,15,1679,426,294.13145539906105,0.0005022339973947965,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,2.504619064780413e-06
eil51,EdgeRand,30.0,16,1560,426,266.19718309859155,0.00040789099875837564,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,2.0341346407090843e-06
eil51,EdgeRand,30.0,17,1638,426,284.50704225352115,0.0003214289972675033,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.6029524060606358e-06
eil51,EdgeRand,30.0,18,1420,426,233.33333333333334,0.0022535889947903343,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.1238550137604998e-05
eil51,EdgeRand,30.0,19,1741,426,308.68544600938964,0.00047603199345758185,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,2.373950812656868e-06
eil51,EdgeRand,30.0,20,1728,426,305.6338028169014,0.0007433570062858053,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,3.7070890054023473e-06
eil51,EdgeRand,30.0,21,1700,426,299.06103286384973,0.0005596799965132959,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,2.7910997597032838e-06
eil51,EdgeRand,30.0,22,1806,426,323.943661971831,0.0003407830008654855,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.6994699788310633e-06
eil51,EdgeRand,30.0,23,1836,426,330.98591549295776,0.0007056629983708262,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,3.5191106301000737e-06
eil51,EdgeRand,30.0,24,1805,426,323.70892018779347,0.00047349300439236686,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,2.3612889848017383e-06
eil51,EdgeRand,30.0,25,1766,426,314.55399061032864,0.00036182899930281565,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.8044254561522049e-06
eil51,EdgeRand,30.0,26,1732,426,306.57276995305165,0.0010001850023400038,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,4.9878790328067314e-06
eil51,EdgeRand,30.0,27,1490,426,249.76525821596246,0.00033728000562405214,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.682000694172836e-06
eil51,EdgeRand,30.0,28,1761,426,313.38028169014086,0.0003284779959358275,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.6381054553242804e-06
eil51,EdgeRand,30.0,29,1684,426,295.30516431924883,0.0007203280038083903,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,3.5922443733244666e-06
eil51,EdgeRand,30.0,30,1721,426,303.9906103286385,0.0005853789989487268,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,2.9192595652510977e-06
eil51,EdgeRand,300.0,1,1622,426,280.7511737089202,0.0005311630011419766,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,2.648886746152319e-06
eil51,EdgeRand,300.0,2,1656,426,288.7323943661972,0.0005572750014835037,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,2.77910615426525e-06
eil51,EdgeRand,300.0,3,1805,426,323.70892018779347,0.0006877960040583275,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,3.430008707853599e-06
eil51,EdgeRand,300.0,4,1574,426,269.4835680751174,0.00045873499766457826,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,2.287691448194672e-06
eil51,EdgeRand,300.0,5,1632,426,283.09859154929575,0.0007054379966575652,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,3.5179885563584216e-06
eil51,EdgeRand,300.0,6,1708,426,300.93896713615027,0.0004317620041547343,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,2.153178304661204e-06
eil51,EdgeRand,300.0,7,1614,426,278.8732394366197,0.0006060559971956536,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,3.0223748546984876e-06
eil51,EdgeRand,300.0,8,1654,426,288.26291079812205,0.000398335003410466,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.9864793082236703e-06
eil51,EdgeRand,300.0,9,1547,426,263.1455399061033,0.0003433439997024834,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.7122415684592008e-06
eil51,EdgeRand,300.0,10,1568,426,268.07511737089203,0.00041425699600949883,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,2.065881591660653e-06
eil51,EdgeRand,300.0,11,1672,426,292.4882629107981,0.00045777200284646824,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,2.2828890349903996e-06
eil51,EdgeRand,300.0,12,1821,426,327.46478873239437,0.00028794800164178014,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.4359841395016172e-06
eil51,EdgeRand,300.0,13,1749,426,310.5633802816902,0.00033027400058927014,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,1.647062052286614e-06
eil51,EdgeRand,300.0,14,1618,426,279.8122065727699,0.00040440200245939195,"{'cpu': 'x86_64', 'memory_gb': 15.43875503540039, 'os': 'Linux 6.14.0-35-generic', 'python': '3.12.3', 'hostname': 'leo-GS66-Stealth-10UE'}",['Zero variance across seeds (instance too small per Johnson Principle 3)'],51,2.0167351681669783e-06
