instance,integrator,budget_s,seed,best_length,hk_bound,gap_pct,wall_time_s
dsj1000,lkh,30.0,30,18660188,18609684,0.27138558612816854,28.596065
dsj1000,lkh,300.0,1,18660188,18609684,0.27138558612816854,29.825419
dsj1000,lkh,300.0,2,18660188,18609684,0.27138558612816854,35.163408
dsj1000,lkh,300.0,3,18660188,18609684,0.27138558612816854,29.450639
dsj1000,lkh,300.0,4,18660188,18609684,0.27138558612816854,33.546621
dsj1000,lkh,300.0,5,18660188,18609684,0.27138558612816854,33.640407
dsj1000,lkh,300.0,6,18660188,18609684,0.27138558612816854,35.572347
dsj1000,lkh,300.0,7,18660188,18609684,0.27138558612816854,31.512074
dsj1000,lkh,300.0,8,18660188,18609684,0.27138558612816854,34.362497
dsj1000,lkh,300.0,9,18660188,18609684,0.27138558612816854,33.556318
dsj1000,lkh,300.0,10,18660188,18609684,0.27138558612816854,38.486960
dsj1000,lkh,300.0,11,18660188,18609684,0.27138558612816854,29.838629
dsj1000,lkh,300.0,12,18660188,18609684,0.27138558612816854,37.545232
dsj1000,lkh,300.0,13,18660188,18609684,0.27138558612816854,30.201984
dsj1000,lkh,300.0,14,18660188,18609684,0.27138558612816854,32.837527
dsj1000,lkh,300.0,15,18660188,18609684,0.27138558612816854,29.742154
dsj1000,lkh,300.0,16,18660188,18609684,0.27138558612816854,30.251786
dsj1000,lkh,300.0,17,18660188,18609684,0.27138558612816854,33.077455
dsj1000,lkh,300.0,18,18660188,18609684,0.27138558612816854,25.303768
dsj1000,lkh,300.0,19,18660188,18609684,0.27138558612816854,58.943467
dsj1000,lkh,300.0,20,18660188,18609684,0.27138558612816854,34.264697
dsj1000,lkh,300.0,21,18660188,18609684,0.27138558612816854,26.700832
dsj1000,lkh,300.0,22,18660188,18609684,0.27138558612816854,22.277564
dsj1000,lkh,300.0,23,18660188,18609684,0.27138558612816854,30.827624
dsj1000,lkh,300.0,24,18660188,18609684,0.27138558612816854,25.183950
dsj1000,lkh,300.0,25,18660188,18609684,0.27138558612816854,32.529939
dsj1000,lkh,300.0,26,18660188,18609684,0.27138558612816854,23.507754
dsj1000,lkh,300.0,27,18660188,18609684,0.27138558612816854,22.335749
dsj1000,lkh,300.0,28,18660188,18609684,0.27138558612816854,22.264747
dsj1000,lkh,300.0,29,18660188,18609684,0.27138558612816854,23.474553
dsj1000,lkh,300.0,30,18660188,18609684,0.27138558612816854,23.793285
dsj1000,EdgeRand,1.0,1,557799734,18609684,2897.362738668749,0.002511
dsj1000,EdgeRand,1.0,2,550461230,18609684,2857.928947100875,0.002378
dsj1000,EdgeRand,1.0,3,554734823,18609684,2880.893297274688,0.003243
dsj1000,EdgeRand,1.0,4,560252746,18609684,2910.544112409432,0.005157
dsj1000,EdgeRand,1.0,5,556424430,18609684,2889.9724788448852,0.006601
dsj1000,EdgeRand,1.0,6,552015744,18609684,2866.282200170621,0.008669
dsj1000,EdgeRand,1.0,7,551254304,18609684,2862.190567018763,0.007424
dsj1000,EdgeRand,1.0,8,555951531,18609684,2887.4313341376455,0.005393
dsj1000,EdgeRand,1.0,9,557732902,18609684,2897.003613817408,0.003797
dsj1000,EdgeRand,1.0,10,558657769,18609684,2901.9734295327103,0.005221
dsj1000,EdgeRand,1.0,11,561841461,18609684,2919.081146138752,0.005548
dsj1000,EdgeRand,1.0,12,558422566,18609684,2900.709555304647,0.007347
dsj1000,EdgeRand,1.0,13,565312610,18609684,2937.7335262651422,0.006060
dsj1000,EdgeRand,1.0,14,543661308,18609684,2821.3892508867966,0.004457
dsj1000,EdgeRand,1.0,15,555705436,18609684,2886.108931242465,0.004130
dsj1000,EdgeRand,1.0,16,555639499,18609684,2885.7546157151296,0.003349
dsj1000,EdgeRand,1.0,17,547457475,18609684,2841.7881303089293,0.002945
dsj1000,EdgeRand,1.0,18,559587561,18609684,2906.969709963909,0.002763
dsj1000,EdgeRand,1.0,19,546231220,18609684,2835.1987921987284,0.004685
dsj1000,EdgeRand,1.0,20,539098913,18609684,2796.873009772761,0.006858
dsj1000,EdgeRand,1.0,21,551986601,18609684,2866.125598908611,0.008354
dsj1000,EdgeRand,1.0,22,559935271,18609684,2908.838145773996,0.006948
dsj1000,EdgeRand,1.0,23,562619340,18609684,2923.2611150194707,0.005054
dsj1000,EdgeRand,1.0,24,549138579,18609684,2850.8216206142997,0.005988
dsj1000,EdgeRand,1.0,25,562139423,18609684,2920.6822587637707,0.005244
dsj1000,EdgeRand,1.0,26,574354739,18609684,2986.3218257763,0.005055
dsj1000,EdgeRand,1.0,27,552706664,18609684,2869.9948908321066,0.004463
dsj1000,EdgeRand,1.0,28,543898889,18609684,2822.66590340814,0.005410
dsj1000,EdgeRand,1.0,29,573777640,18609684,2983.220757536775,0.005556
dsj1000,EdgeRand,1.0,30,537659234,18609684,2789.1368279010003,0.003204
dsj1000,EdgeRand,30.0,1,557799734,18609684,2897.362738668749,0.004430
dsj1000,EdgeRand,30.0,2,550461230,18609684,2857.928947100875,0.004712
dsj1000,EdgeRand,30.0,3,554734823,18609684,2880.893297274688,0.004724
dsj1000,EdgeRand,30.0,4,560252746,18609684,2910.544112409432,0.006777
dsj1000,EdgeRand,30.0,5,556424430,18609684,2889.9724788448852,0.002925
dsj1000,EdgeRand,30.0,6,552015744,18609684,2866.282200170621,0.003073
dsj1000,EdgeRand,30.0,7,551254304,18609684,2862.190567018763,0.003258
dsj1000,EdgeRand,30.0,8,555951531,18609684,2887.4313341376455,0.005056
dsj1000,EdgeRand,30.0,9,557732902,18609684,2897.003613817408,0.005334
dsj1000,EdgeRand,30.0,10,558657769,18609684,2901.9734295327103,0.004891
dsj1000,EdgeRand,30.0,11,561841461,18609684,2919.081146138752,0.004889
dsj1000,EdgeRand,30.0,12,558422566,18609684,2900.709555304647,0.003235
dsj1000,EdgeRand,30.0,13,565312610,18609684,2937.7335262651422,0.005413
dsj1000,EdgeRand,30.0,14,543661308,18609684,2821.3892508867966,0.005584
dsj1000,EdgeRand,30.0,15,555705436,18609684,2886.108931242465,0.006115
dsj1000,EdgeRand,30.0,16,555639499,18609684,2885.7546157151296,0.005394
dsj1000,EdgeRand,30.0,17,547457475,18609684,2841.7881303089293,0.005571
dsj1000,EdgeRand,30.0,18,559587561,18609684,2906.969709963909,0.005599
dsj1000,EdgeRand,30.0,19,546231220,18609684,2835.1987921987284,0.005078
dsj1000,EdgeRand,30.0,20,539098913,18609684,2796.873009772761,0.004716
dsj1000,EdgeRand,30.0,21,551986601,18609684,2866.125598908611,0.003714
dsj1000,EdgeRand,30.0,22,559935271,18609684,2908.838145773996,0.003026
dsj1000,EdgeRand,30.0,23,562619340,18609684,2923.2611150194707,0.006017
dsj1000,EdgeRand,30.0,24,549138579,18609684,2850.8216206142997,0.005897
dsj1000,EdgeRand,30.0,25,562139423,18609684,2920.6822587637707,0.007137
dsj1000,EdgeRand,30.0,26,574354739,18609684,2986.3218257763,0.005770
dsj1000,EdgeRand,30.0,27,552706664,18609684,2869.9948908321066,0.007010
dsj1000,EdgeRand,30.0,28,543898889,18609684,2822.66590340814,0.005879
dsj1000,EdgeRand,30.0,29,573777640,18609684,2983.220757536775,0.005640
dsj1000,EdgeRand,30.0,30,537659234,18609684,2789.1368279010003,0.005312
dsj1000,EdgeRand,300.0,1,557799734,18609684,2897.362738668749,0.004876
dsj1000,EdgeRand,300.0,2,550461230,18609684,2857.928947100875,0.003038
dsj1000,EdgeRand,300.0,3,554734823,18609684,2880.893297274688,0.004295
dsj1000,EdgeRand,300.0,4,560252746,18609684,2910.544112409432,0.005004
dsj1000,EdgeRand,300.0,5,556424430,18609684,2889.9724788448852,0.004959
dsj1000,EdgeRand,300.0,6,552015744,18609684,2866.282200170621,0.004398
dsj1000,EdgeRand,300.0,7,551254304,18609684,2862.190567018763,0.004522
dsj1000,EdgeRand,300.0,8,555951531,18609684,2887.4313341376455,0.004242
dsj1000,EdgeRand,300.0,9,557732902,18609684,2897.003613817408,0.004695
dsj1000,EdgeRand,300.0,10,558657769,18609684,2901.9734295327103,0.003584
dsj1000,EdgeRand,300.0,11,561841461,18609684,2919.081146138752,0.004338
dsj1000,EdgeRand,300.0,12,558422566,18609684,2900.709555304647,0.007638
dsj1000,EdgeRand,300.0,13,565312610,18609684,2937.7335262651422,0.007241
dsj1000,EdgeRand,300.0,14,543661308,18609684,2821.3892508867966,0.006364
dsj1000,EdgeRand,300.0,15,555705436,18609684,2886.108931242465,0.005755
dsj1000,EdgeRand,300.0,16,555639499,18609684,2885.7546157151296,0.005312
dsj1000,EdgeRand,300.0,17,547457475,18609684,2841.7881303089293,0.003893
dsj1000,EdgeRand,300.0,18,559587561,18609684,2906.969709963909,0.004570
dsj1000,EdgeRand,300.0,19,546231220,18609684,2835.1987921987284,0.004887
dsj1000,EdgeRand,300.0,20,539098913,18609684,2796.873009772761,0.005215
dsj1000,EdgeRand,300.0,21,551986601,18609684,2866.125598908611,0.005891
dsj1000,EdgeRand,300.0,22,559935271,18609684,2908.838145773996,0.003555
dsj1000,EdgeRand,300.0,23,562619340,18609684,2923.2611150194707,0.002957
dsj1000,EdgeRand,300.0,24,549138579,18609684,2850.8216206142997,0.003261
dsj1000,EdgeRand,300.0,25,562139423,18609684,2920.6822587637707,0.004926
dsj1000,EdgeRand,300.0,26,574354739,18609684,2986.3218257763,0.004806
dsj1000,EdgeRand,300.0,27,552706664,18609684,2869.9948908321066,0.004972
dsj1000,EdgeRand,300.0,28,543898889,18609684,2822.66590340814,0.003306
dsj1000,EdgeRand,300.0,29,573777640,18609684,2983.220757536775,0.003007
dsj1000,EdgeRand,300.0,30,537659234,18609684,2789.1368279010003,0.003740
